STT,Course ID,Khóa học,Môn học,Chương,Folder,Lesson ID,Tên bài,Loại video,Video ID,Link video,Số tài liệu,Tài liệu (title:url),Ngày tạo,Ngày cập nhật
"1179","mapuni-2k8","Mapuni 2K8","á","ư","","IYN9akpfcFze2aC0ZDLB","Tổng ôn Sinh 11: Tuần hoàn ở động vật","quiz","","","0","","21/4/2026","6/6/2026"
"1180","mapuni-2k8","Mapuni 2K8","TEST 2","drive test","","sSj4gl0BAjUM41HTI8BK","drive 1","drive","https://drive.google.com/file/d/1MHUvG0EkS-SUzE9qSQX2RoJJuxN1i8FQ/view?usp=drive_link","https://drive.google.com/file/d/1MHUvG0EkS-SUzE9qSQX2RoJJuxN1i8FQ/view?usp=drive_link","0","","10/4/2026",""
"1181","mapuni-2k8","Mapuni 2K8","á","ư","","c8m0NwOsZRJoaftnIBxg","Tổng ôn Sinh 11: Hô hấp ở động vật","r2","","","0","","21/4/2026",""
"1182","mapuni-2k8","Mapuni 2K8","á","ư","","Y3rgXYyDGChHZFj1UxKA","Tổng ôn Sinh 11: Hô hấp ở động vật (BT)","r2","","","0","","21/4/2026",""
"1183","mapuni-2k8","Mapuni 2K8","á","ư","","xmhg8KRo6eAHY92ib6Kx","Tổng ôn Sinh 11: Tuần hoàn ở động vật (BT)","quiz","","","0","","21/4/2026","6/6/2026"
"1184","mapuni-2k8","Mapuni 2K8","á","ư","","imotnnHulrbkEVtjtAgn","Tổng ôn Sinh 11: Miễn dịch + Bài tiết + Cân bằng nội môi (BT) (P1)","r2","","","0","","21/4/2026",""
"1185","mapuni-2k8","Mapuni 2K8","á","ư","","UqtfEgD1XGrTdlR1aKmn","Tổng ôn Sinh 11: Miễn dịch + Bài tiết + Cân bằng nội môi","r2","","","0","","21/4/2026",""
"1186","mapuni-2k8","Mapuni 2K8","á","ư","","s5u1dw0xACXFV3oDFeaZ","Tổng ôn Sinh 11: Miễn dịch + Bài tiết + Cân bằng nội môi (BT) (P2)","r2","","","0","","21/4/2026",""
"1187","mapuni-2k8","Mapuni 2K8","á","ư","","tNtheQESJxV25PDadQ7y","Tổng ôn Sinh 11: Trao đổi chất và chuyển hóa năng lượng ở thực vật","r2","","","0","","21/4/2026",""
"1188","mapuni-2k8","Mapuni 2K8","á","ư","","e4xSkdBd4xTQ8U4uFyhR","Tổng ôn Sinh 12: Di truyền phân tử","r2","","","0","","21/4/2026",""
"1189","mapuni-2k8","Mapuni 2K8","á","ư","","PbcqDRO7yyBFcfpFLlVj","Tổng ôn Sinh 11: Trao đổi chất và chuyển hóa năng lượng ở thực vật (P2)","r2","","","0","","21/4/2026",""
"1190","mapuni-2k8","Mapuni 2K8","á","ư","","iXc10YKkLEX2TxDMdZy2","Tổng ôn Sinh 12: Di truyền phân tử (BT) (P1)","r2","","","0","","21/4/2026",""
"1191","mapuni-2k8","Mapuni 2K8","á","ư","","rrN2UhFsk4FWE7m5Ht9c","Tổng ôn Sinh 12: Di truyền phân tử (BT) (P2)","r2","","","0","","21/4/2026",""
"1192","mapuni-2k8","Mapuni 2K8","á","ư","","TErPmkGQDa6L6R1nJiYH","Tổng ôn Sinh 11: Thí nghiệm động vật","r2","","","0","","21/4/2026",""
"1193","mapuni-2k8","Mapuni 2K8","á","ư","","GTdXAllfuXeOgl5c3N5Y","Tổng ôn Sinh 12: Di truyền phân tử (B2)","r2","","","0","","21/4/2026",""
"1194","mapuni-2k8","Mapuni 2K8","á","ư","","JxPdQD1UgUE9VDGaqs1D","Đề Tổng ôn Di truyền phân tử","r2","","","0","","21/4/2026",""
"1195","mapuni-2k8","Mapuni 2K8","á","ư","","1lffm0z3074tfRgsk0Ao","Tổng ôn phân bào (P1)","r2","","","0","","21/4/2026",""
"1196","mapuni-2k8","Mapuni 2K8","á","ư","","gUCgYXLzBQQ0chsQK4Zx","Tổng ôn phân bào (P2)","r2","","","0","","21/4/2026",""
"1197","mapuni-2k8","Mapuni 2K8","á","ư","","i6selM3U4K4pmtMEGpGy","Tổng ôn phân bào (BT)","r2","","","0","","21/4/2026",""
"1198","mapuni-2k8","Mapuni 2K8","á","ư","","MiUivbDWYJIdGZShtuBW","Tổng ôn QLDT Mendel (BT)","r2","","","0","","21/4/2026",""
"1199","mapuni-2k8","Mapuni 2K8","á","ư","","AfNZmfTZpj4Husg0MyoY","Chữa BT thí nghiệm TĐC và CHNL động vật (P1)","r2","","","0","","21/4/2026",""
"1200","mapuni-2k8","Mapuni 2K8","á","ư","","NnRTxlJCoCfiY2J5ylVX","Chữa BT thí nghiệm TĐC và CHNL động vật (P2)","r2","","","0","","21/4/2026",""
"1201","mapuni-2k8","Mapuni 2K8","TEST","test 1","","MTzxYaqMwTJgjtcTqRli","phần 4","drive","https://drive.google.com/file/d/1Hz19phMypahH9JpeP9oBg72-RAoiHygX/view?usp=drive_link","https://drive.google.com/file/d/1Hz19phMypahH9JpeP9oBg72-RAoiHygX/view?usp=drive_link","0","","16/4/2026","7/6/2026"
"1202","mapuni-2k8","Mapuni 2K8","TEST 2","e","","Mmb4Ddnbt0y93j6DmInj","3","quiz","","","0","","21/4/2026","7/6/2026"
"1203","mapuni-2k8","Mapuni 2K8","TEST","test 1","","29gs55nRx1R1t6rfiGvh","test (only 3file)","r2","","","1","teest:https://www.facebook.com/","5/4/2026","7/6/2026"
"1204","mapuni-2k8","Mapuni 2K8","TEST 2","e","","SRL53T9vE3irV3z9cogI","3","r2","","","0","","21/4/2026",""
"1205","mapuni-2k8","Mapuni 2K8","TEST","@","","NRWs8ZQ8CvdAb4UJvYdd","2","r2","","","0","","22/4/2026","7/6/2026"
"1206","mapuni-2k8","Mapuni 2K8","TEST","teest2","","jT7C42eO0THgFehN71Br","Phần 4 - Bổ trợ 3 - Kĩ năng xét dấu đạo hàm - T1-A1","r2","videos/tens2k9/Phần_4_-_Bổ_trợ_3_-_Kĩ_năng_xét_dấu_đạo_hàm_-_T1-A1.mp4","https://r2-helper.1505phuc.workers.dev/videos%2Ftens2k9%2FPh%E1%BA%A7n_4_-_B%E1%BB%95_tr%E1%BB%A3_3_-_K%C4%A9_n%C4%83ng_x%C3%A9t_d%E1%BA%A5u_%C4%91%E1%BA%A1o_h%C3%A0m_-_T1-A1.mp4","0","","12/4/2026","7/6/2026"
"1207","mapuni-2k8","Mapuni 2K8","TEST","teest2","","6uglcgXWb3ytXW1UXNn7","ge","r2","","","1","ytr:trtr","10/4/2026","7/6/2026"
"1208","mapuni-2k8","Mapuni 2K8","TEST","teest2","","zDw8Lviz7Iq6cd79IufB","Tổng ôn Sinh 11: Trao đổi nước và khoáng ở thực vật","r2","","","0","","21/4/2026","7/6/2026"
"1209","mapuni-2k8","Mapuni 2K8","TEST","teest2","","c9tm6ijDjJEeSzddVSnq","Tổng ôn Sinh 11: Trao đổi nước và khoáng ở thực vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1210","mapuni-2k8","Mapuni 2K8","TEST","teest2","","Fn5qFjMBKH6178IvgbT1","Tổng ôn Sinh 11: Quang hợp ở thực vật","r2","","","0","","21/4/2026","7/6/2026"
"1211","mapuni-2k8","Mapuni 2K8","TEST","teest2","","erspKiypNUnr9iousEHW","Tổng ôn Sinh 11: Quang hợp ở thực vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1212","mapuni-2k8","Mapuni 2K8","TEST","teest2","","8Gz5XFTKObmY4Jfw4vDO","Tổng ôn Sinh 11: Hô hấp ở thực vật","r2","","","0","","21/4/2026","7/6/2026"
"1213","mapuni-2k8","Mapuni 2K8","TEST","teest2","","6hbSVC7sAREaea1rOKko","Tổng ôn Sinh 11: Hô hấp ở thực vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1214","mapuni-2k8","Mapuni 2K8","TEST","teest2","","LN0NXg2lepCMp32X5fRy","ổng ôn Sinh 11: Dinh dưỡng và tiêu hóa ở động vật","r2","","","0","","21/4/2026","7/6/2026"
"1215","mapuni-2k8","Mapuni 2K8","TEST","teest2","","At1FeuJqQoxXFmsOdV1b","Tổng ôn Sinh 11: Dinh dưỡng và tiêu hóa ở động vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1216","mapuni-2k8","Mapuni 2K8","TEST","teest2","","oPrzDkDjaJyfBNMcyfJJ","Tổng ôn Sinh 11: Hô hấp ở động vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1217","mapuni-2k8","Mapuni 2K8","TEST","teest2","","21u1oDzyuucnFEVjtpAg","Tổng ôn Sinh 11: Tuần hoàn ở động vật (BT)","r2","","","0","","21/4/2026","7/6/2026"
"1218","mapuni-2k8","Mapuni 2K8","TEST","teest2","","sP0sHHiEgWlFIlyo4VUO","Tổng ôn Sinh 11: Tuần hoàn ở động vật","r2","","","0","","21/4/2026","7/6/2026"
"1219","mapuni-2k8","Mapuni 2K8","TEST","teest2","","fV6lqjJGxj2xAbYFhE3z","Tổng ôn Sinh 11: Hô hấp ở động vật","r2","","","0","","21/4/2026","7/6/2026"
"1220","mapuni-2k8","Mapuni 2K8","TEST","teest2","","lHOaHrWbO3N2CXbogPgL","tesrtt 223TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1TEST 1","r2","","","0","","10/4/2026","7/6/2026"
"1221","mapuni-2k8","Mapuni 2K8","TEST","teest2","heklklo","Wb4Ixv6Agp5YPyN6defJ","test 2","r2","","","1","ttt:https://www.facebook.com/","10/4/2026","7/6/2026"
"1222","mapuni-2k8","Mapuni 2K8","TEST","2","","zg3xJe9Jt6dZtn4mxUKE","2","r2","","","0","","22/4/2026","7/6/2026"
"1223","mapuni-2k8","Mapuni 2K8","TEST 2","backblaze test","","J49ag547p6U2X3qgQRjw","ee","r2","b2:2k9 Nguyễn Quốc Chí/1/BÀI TẬP CARBOXYLIC ACID PHẦN 1.mp4","https://r2-helper.1505phuc.workers.dev/b2%3A2k9%20Nguy%E1%BB%85n%20Qu%E1%BB%91c%20Ch%C3%AD%2F1%2FB%C3%80I%20T%E1%BA%ACP%20CARBOXYLIC%20ACID%20PH%E1%BA%A6N%201.mp4","0","","4/5/2026","4/5/2026"
"1224","mapuni-2k8","Mapuni 2K8","TEST 2","backblaze test","","Y9R8eNbhlN6VAOMbh4Za","BÀI TẬP CARBOXYLIC ACID PHẦN 1","backblaze","2k9 Nguyễn Quốc Chí/1/BÀI TẬP CARBOXYLIC ACID PHẦN 1.mp4","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20Qu%E1%BB%91c%20Ch%C3%AD/1/B%C3%80I%20T%E1%BA%ACP%20CARBOXYLIC%20ACID%20PH%E1%BA%A6N%201.mp4?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/5/2026","5/5/2026"
"1225","mapuni-2k8","Mapuni 2K8","TEST 2","backblaze test","","IZW4n0aukkMu7kGvzoQ8","ttt","backblaze","2k9 Nguyễn Quốc Chí/Tiet-1-Tim-khoang-dong-bien-Nghich-bien.mp4","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20Qu%E1%BB%91c%20Ch%C3%AD/Tiet-1-Tim-khoang-dong-bien-Nghich-bien.mp4?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","12/5/2026","8/6/2026"
"1226","mapuni-2k8","Mapuni 2K8","TEST 2","backblaze test","","LN2Z0uR5Y7puE9AZySBC","e","r2","2k9 Nguyễn Quốc Chí/Tiet-1-Tim-khoang-dong-bien-Nghich-bien.mp4","https://r2-helper.1505phuc.workers.dev/2k9%20Nguy%E1%BB%85n%20Qu%E1%BB%91c%20Ch%C3%AD%2FTiet-1-Tim-khoang-dong-bien-Nghich-bien.mp4","0","","12/5/2026",""
"1227","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA T1:Nền Tảng","HƯỚNG DẪN HỌC VÀ THÔNG TIN QUAN TRỌNG CẦN NẮM","","ezLPVMIwOnVvbjVkiR8j","Minitalk - 2K8 học thế nào 70 ngày cuối - 2K9 học xps thế nào cho hiệu quả","r2","videos/tens2k9/Minitalk_-_2K8_học_thế_nào_70_ngày_cuối_-_2K9_học_xps_thế_nào_cho_hiệu_quả.mp4","https://video-proxy.1505phuc.workers.dev/video/videos%2Ftens2k9%2FMinitalk_-_2K8_h%E1%BB%8Dc_th%E1%BA%BF_n%C3%A0o_70_ng%C3%A0y_cu%E1%BB%91i_-_2K9_h%E1%BB%8Dc_xps_th%E1%BA%BF_n%C3%A0o_cho_hi%E1%BB%87u_qu%E1%BA%A3.mp4?token=2ebb3d42808478840749545b3998ca3c2fe5b37e44f3445fa59b823f1df265b2&exp=1783703486","0","","1/4/2026","28/6/2026"
"1228","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","Khóa T2:nền tảng","KHAI GIẢNG T2 - HƯỚNG DẪN HỌC VÀ THÔNG TIN QUAN TRỌNG CẦN NẮM","Hướng dẫn học và thông tin quan trọng cần nắm","XbFdr3L3K7mnXLN9qIsa","Video khai giảng","hls","b2:2k9 xps TENS/7/Video-khai-giang-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20xps%20TENS/7/Video-khai-giang-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","2/6/2026","25/6/2026"
"1229","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 1: Kỹ năng tìm khoảng cách từ chân đường vuông góc tới mặt bên và kỹ năng đổi điểm","naLgkulx6y3k1T46iJgV","Phần 1 - Lý thuyết - E1-B8-Buổi 1","drive","https://drive.google.com/file/d/1UdvIZazd9JVJIoiW7xzfea2RInvuuL4U/view?usp=drive_link","https://drive.google.com/file/d/1UdvIZazd9JVJIoiW7xzfea2RInvuuL4U/view?usp=drive_link","2","Tài liệu - E1-B8-Buổi 1:https://drive.google.com/file/d/1qhXdTeSKV105qdkmUMQDJT8DZZAOg1Ba/view?usp=drive_link | Bản viết tay - E1-B8-Buổi 1:https://drive.google.com/file/d/1zF8-EsVKkPNB-wi2YP-KVcEHTFj_2Mzs/view?usp=drive_link","14/3/2026","23/4/2026"
"1230","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 1: Kỹ năng tìm khoảng cách từ chân đường vuông góc tới mặt bên và kỹ năng đổi điểm","PzsGaCCuWULhZgUQXvnw","Phần 2 - Câu 1-8 - E1-B8-Buổi 1","drive","https://drive.google.com/file/d/1dHEkWZEV9hJ_irwlT4V3OuUCKR6opZDo/view?usp=drive_link","https://drive.google.com/file/d/1dHEkWZEV9hJ_irwlT4V3OuUCKR6opZDo/view?usp=drive_link","0","","14/3/2026","23/4/2026"
"1231","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 1: Kỹ năng tìm khoảng cách từ chân đường vuông góc tới mặt bên và kỹ năng đổi điểm","cnkd9Wq6KrSaEN2KpNQE","Phần 3 - Câu 9-20 - E1-B8-Buổi 1","drive","https://drive.google.com/file/d/1sC7zfGl_wZs1CUHeTFd1S5Q6Ks93aoSw/view?usp=drive_link","https://drive.google.com/file/d/1sC7zfGl_wZs1CUHeTFd1S5Q6Ks93aoSw/view?usp=drive_link","0","","14/3/2026","23/4/2026"
"1232","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 2: Tạo mặt phẳng song song tìm khoảng cách giữa hai đường thẳng chéo nhau","pXuJu1UzaA6ljdT1yZqR","Bài giảng - E1-B8-Buổi 2","drive","https://drive.google.com/file/d/1eYabjjIGMxjWo1hhX6CZZ_LnLxyDu__C/view?usp=drive_link","https://drive.google.com/file/d/1eYabjjIGMxjWo1hhX6CZZ_LnLxyDu__C/view?usp=drive_link","2","Tài liệu - E1-B8-Buổi 2:https://drive.google.com/file/d/1WQ6uJc0JW9yocm-P_FfnKHlWtgyWLiGT/view?usp=drive_link | Bản viết tay - E1-B8-Buổi 2:https://drive.google.com/file/d/1TVqit3jL2xJIvDqGsRlv6SLmhgJixTJr/view?usp=drive_link","14/3/2026","23/4/2026"
"1233","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 3: Sơ đồ ĐKH và công thức ĐKH","ocrzWPrzU9fPmuibuqPs","Phần 1 - Lý thuyết+câu 1-9 - E1-B8-Buổi 3","drive","https://drive.google.com/file/d/1lWGkbBdjtYNyzw2SRUBtHIMy-M0lDbBZ/view?usp=drive_link","https://drive.google.com/file/d/1lWGkbBdjtYNyzw2SRUBtHIMy-M0lDbBZ/view?usp=drive_link","2","Bản viết tay - E1-B8-Buổi 3:https://drive.google.com/file/d/1gA0Cdl714Hlt4oINKCAT98c8A0ijDh4U/view?usp=drive_link | Tài liệu - E1-B8-Buổi 3:https://drive.google.com/file/d/1tdjWvPud1xHOAog42iMUxXFERi_o_LL5/view?usp=drive_link","14/3/2026","23/4/2026"
"1234","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 3: Sơ đồ ĐKH và công thức ĐKH","WOBLES8YKkIv4xyw041A","Phần 2- Câu 11-14 - E1-B8-Buổi 3","r2","videos/tens2k9/Phần_2-_Câu_11-14_-_E1-B8-Buổi_3.mp4","https://video-proxy.1505phuc.workers.dev/video/videos%2Ftens2k9%2FPh%E1%BA%A7n_2-_C%C3%A2u_11-14_-_E1-B8-Bu%E1%BB%95i_3.mp4?token=63d9c53f672471fdde515d3b8ec614301cc31af1674dce304fead403234b6668&exp=1783703486","0","","13/4/2026","23/4/2026"
"1235","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 3 - Bổ trợ 20 bài toán khoảng cách giữa 2 đường thẳng chéo nhau","6AiWa7lB5oubiiAzb8gn","Phần 1 - Câu 1-12 - Bổ trợ 1 - E1-B8-Buổi 3","drive","https://drive.google.com/file/d/1AwfpSmLYw3qmw_MizzBEJCBw_uVyNuxk/view?usp=drive_link","https://drive.google.com/file/d/1AwfpSmLYw3qmw_MizzBEJCBw_uVyNuxk/view?usp=drive_link","0","","17/4/2026","23/4/2026"
"1236","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 3 - Bổ trợ 20 bài toán khoảng cách giữa 2 đường thẳng chéo nhau","tgZzKdkvm3UyeGFMBoyz","Phần 2 - Câu 13-20 - Bổ trợ 1 - E1-B8-Buổi 3","drive","https://drive.google.com/file/d/15Is2ybEyOejheGAmzV9N88Pd5acDNqal/view?usp=drive_link","https://drive.google.com/file/d/15Is2ybEyOejheGAmzV9N88Pd5acDNqal/view?usp=drive_link","0","","17/4/2026","23/4/2026"
"1237","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 4: Kỹ năng tìm góc qua khoảng cách","KJMl6EC0HTRTG3g1jRXi","Phần 1 - Lý thuyết+câu 1 - E1-B8-Buổi 4","drive","https://drive.google.com/file/d/1YiL-7bmn7qNcti9Utz1T1Bv0wiT8YSLj/view?usp=drive_link","https://drive.google.com/file/d/1YiL-7bmn7qNcti9Utz1T1Bv0wiT8YSLj/view?usp=drive_link","2","Tài liệu - E1-B8-Buổi 4:https://drive.google.com/file/d/1NVB-63gYDX7oAm2Bq1B2ssDxtTJEpXf1/view?usp=drive_link | Bản viết tay - E1-B8-Buổi 4:https://drive.google.com/file/d/1-YCPIjwIf0eqR64rQPXh0pC9jVChnziA/view?usp=drive_link","14/3/2026","23/4/2026"
"1238","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 4: Kỹ năng tìm góc qua khoảng cách","ozcrl5dUcgzlYHBvvY3f","Phần 2 - Câu 2-3 - E1-B8-Buổi 4","r2","videos/tens2k9/Phần_2_-_Câu_2-3_-_E1-B8-Buổi_4.mp4","https://video-proxy.1505phuc.workers.dev/video/videos%2Ftens2k9%2FPh%E1%BA%A7n_2_-_C%C3%A2u_2-3_-_E1-B8-Bu%E1%BB%95i_4.mp4?token=560c43182a38776c92efed130886023fd16798768d4f88f363aed4a1e6ff9ca4&exp=1783703487","0","","13/4/2026","23/4/2026"
"1239","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 5: Góc nhị diện và tính số đo góc nhị diện","W0dFIMcGgy7EYtcln9Hp","Phần 1 - Lý thuyết+ví dụ - E1-B8-Buổi 5","drive","https://drive.google.com/file/d/1HSKBmtXKrp1vb25fN1XwgsnR6toojRKS/view?usp=drive_link","https://drive.google.com/file/d/1HSKBmtXKrp1vb25fN1XwgsnR6toojRKS/view?usp=drive_link","2","Tài liệu - E1-B8-Buổi 5:https://drive.google.com/file/d/1hVmXNJiWgbYvTVhWLI0kHTYMuNajurJa/view?usp=drive_link | Bản viết tay - E1-B8-Buổi 5.pdf:https://drive.google.com/file/d/1UuZ7cg067m9nqz7rVjitxXhLYpTLegHy/view?usp=drive_link","14/3/2026","23/4/2026"
"1240","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 5 - Bổ trợ 20 bài toán góc nhị diện","Uk7WxWKILAIGYHscTMLg","Phần 1 câu 1-10 - E1-B8-Buổi 5","drive","https://drive.google.com/file/d/1tSs3GCj7ogjb60Gi-JLEpmpM-eBlpHXc/view?usp=drive_link","https://drive.google.com/file/d/1tSs3GCj7ogjb60Gi-JLEpmpM-eBlpHXc/view?usp=drive_link","0","","17/4/2026","23/4/2026"
"1241","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 5 - Bổ trợ 20 bài toán góc nhị diện","FeMTtqiAvxGH4nydwvEA","Phần 2 - Câu 11-20 - E1-B8-Buổi 5 - Bổ trợ","hls","b2:2k9 xps TENS/1/Phan-2-Cau-11-20-E1-B8-Buoi-5-Bo-tro-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20xps%20TENS/1/Phan-2-Cau-11-20-E1-B8-Buoi-5-Bo-tro-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","14/5/2026","25/6/2026"
"1242","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 6 - Thể tích, tỉ lệ thể tích hình chóp đáy là tam giác","zMKLGOTJhfkzSRgzpnah","Phần 2 - Câu 1-20 - E1-B8-Buổi 6","drive","https://drive.google.com/file/d/1zUUT3pTPX-p06XYDvK4v2zBqH7quELue/view?usp=drive_link","https://drive.google.com/file/d/1zUUT3pTPX-p06XYDvK4v2zBqH7quELue/view?usp=drive_link","0","","22/4/2026","23/4/2026"
"1243","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 7: Tỉ lệ thể tích hình chóp đáy là hình bình hành","tF4kXwDYREJxShqmPIvT","Phần 1 - Lý thuyết - E1-B8-Buổi 7","drive","https://drive.google.com/file/d/1aJiMkIMgCBQwq3-gzav67ysiQESxZr3m/view?usp=drive_link","https://drive.google.com/file/d/1aJiMkIMgCBQwq3-gzav67ysiQESxZr3m/view?usp=drive_link","2","Tài liệu:https://drive.google.com/file/d/1yCja-EHS66ZuDIimh-dS1BVypaI7InDj/view?usp=drive_link | Viết tay:https://drive.google.com/file/d/1frexoPykdBM6D75AEhdmO8vZfuhuvB7t/view?usp=drive_link","24/4/2026","24/4/2026"
"1244","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 7: Tỉ lệ thể tích hình chóp đáy là hình bình hành","YwN488dRhYacfq3SLn6u","Phần 2 - Bài tập - E1-B8-Buổi 7","drive","https://drive.google.com/file/d/1R4giIRID8s2bZdzArdpNv3vszUUuESQi/view?usp=drive_link","https://drive.google.com/file/d/1R4giIRID8s2bZdzArdpNv3vszUUuESQi/view?usp=drive_link","0","","24/4/2026","24/4/2026"
"1245","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 7 - Bổ trợ 20 bài toán thể tích, tỉ lệ thể tích","0ULSAO4tY1TEcnwI4WTZ","Phần 1 - Câu 1-14 - E1-B8-Buổi 7 - Bổ trợ","drive","https://drive.google.com/file/d/1S1CoUrzInB4nd8jjBgCxeIWYhFmnb7u3/view?usp=drive_link","https://drive.google.com/file/d/1S1CoUrzInB4nd8jjBgCxeIWYhFmnb7u3/view?usp=drive_link","3","Tài liệu:https://drive.google.com/file/d/1wSmDs5MYXRiWI4RpTUbK6lIAFO_MC7uk/view?usp=drive_link | Tài liệu - bản cách dòng:https://drive.google.com/file/d/1fy3lxPtrytowzS407usC1o5F6maQMn4q/view?usp=drive_link | Viết tay:https://drive.google.com/file/d/1mQ3a3dtnuahWlCJThSJe2Zb0cvzEe28E/view?usp=drive_link","22/4/2026","23/4/2026"
"1246","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA E","CHƯƠNG B8 - Góc và khoảng cách","E1-B8-Buổi 7 - Bổ trợ 20 bài toán thể tích, tỉ lệ thể tích","aJPMyp4ZA6bzUTrHQirq","Phần 2 - Câu 15-20 - E1-B8-Buổi 7 - Bổ trợ","hls","b2:2k9 xps TENS/1/Phan-2-Cau-15-20-E1-B8-Buoi-7-Bo-tro-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20xps%20TENS/1/Phan-2-Cau-15-20-E1-B8-Buoi-7-Bo-tro-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","14/5/2026","25/6/2026"
"1247","tenschool-2k9","TOÁN 2K9-Đỗ Văn Đức","KHÓA T1:Nền Tảng","HƯỚNG DẪN HỌC VÀ THÔNG TIN QUAN TRỌNG CẦN NẮM","","LuL4nGhtuUkxhkypiJK6","video live khai giảng","r2","videos/tens2k9/Khai_gi.ng.mp4","https://video-proxy.1505phuc.workers.dev/video/videos%2Ftens2k9%2FKhai_gi.ng.mp4?token=f4a89dd82b4dc83faf6f7f20748a11ed60c49ec45d407dcec07c84edac1b5485&exp=1783703487","0","","14/3/2026","28/6/2026"
